Tipus_bus,Tipus_dia,Direccio,Parada_sortida,Hora_sortida,Parada_arribada,Hora_arribada,Id_viatge_dia,LatLong_sortida,Nota mapa parada sortida
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,14:57,"BCN - Gran Via de les Corts, 612",16:35,57,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,OLESA - Rotonda Els Closos,15:35,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,OLESA - Pl. Catalunya,15:37,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,BCN - Zona Universitària,16:20,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,BCN - Palau Reial,16:22,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,BCN - Maria Cristina,16:24,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,BCN - Pl. Francesc Macià,16:27,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,BCN - Muntaner - Còrsega,16:30,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,15:08,"BCN - Gran Via de les Corts, 612",16:35,57,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,OLESA - Rotonda Els Closos,15:35,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,OLESA - Pl. Catalunya,15:37,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,BCN - Zona Universitària,16:20,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,BCN - Palau Reial,16:22,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,BCN - Maria Cristina,16:24,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,BCN - Pl. Francesc Macià,16:27,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,BCN - Muntaner - Còrsega,16:30,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,15:12,"BCN - Gran Via de les Corts, 612",16:35,57,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,OLESA - Rotonda Els Closos,15:35,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,OLESA - Pl. Catalunya,15:37,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,BCN - Zona Universitària,16:20,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,BCN - Palau Reial,16:22,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,BCN - Maria Cristina,16:24,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,BCN - Pl. Francesc Macià,16:27,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,BCN - Muntaner - Còrsega,16:30,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),15:23,"BCN - Gran Via de les Corts, 612",16:35,57,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,OLESA - Rotonda Els Closos,15:35,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,OLESA - Pl. Catalunya,15:37,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,BCN - Zona Universitària,16:20,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,BCN - Palau Reial,16:22,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,BCN - Maria Cristina,16:24,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,BCN - Pl. Francesc Macià,16:27,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,BCN - Muntaner - Còrsega,16:30,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,15:25,"BCN - Gran Via de les Corts, 612",16:35,57,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Zona Universitària,16:20,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Palau Reial,16:22,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Maria Cristina,16:24,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Pl. Francesc Macià,16:27,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Muntaner - Còrsega,16:30,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,"BCN - Gran Via de les Corts, 612",16:35,57,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Zona Universitària,16:20,57,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Palau Reial,16:22,57,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Maria Cristina,16:24,57,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Pl. Francesc Macià,16:27,57,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Muntaner - Còrsega,16:30,57,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,"BCN - Gran Via de les Corts, 612",16:35,57,"41.5423827, 1.8924025",Anada a BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:00,BCN - Zona Universitària,16:06,58,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:00,BCN - Palau Reial,16:08,58,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:00,BCN - Maria Cristina,16:10,58,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:07,BCN - Zona Universitària,16:06,58,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:07,BCN - Palau Reial,16:08,58,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:07,BCN - Maria Cristina,16:10,58,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Hospital de Sant Joan de Déu,15:15,BCN - Zona Universitària,16:06,58,"41.7196925, 1.8392808",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Hospital de Sant Joan de Déu,15:15,BCN - Palau Reial,16:08,58,"41.7196925, 1.8392808",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Hospital de Sant Joan de Déu,15:15,BCN - Maria Cristina,16:10,58,"41.7196925, 1.8392808",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,BCN - Zona Universitària,16:35,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,BCN - Palau Reial,16:37,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,BCN - Maria Cristina,16:39,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,BCN - Pl. Francesc Macià,16:42,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,BCN - Muntaner - Còrsega,16:45,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,15:30,"BCN - Gran Via de les Corts, 612",16:50,59,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,BCN - Zona Universitària,16:35,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,BCN - Palau Reial,16:37,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,BCN - Maria Cristina,16:39,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,BCN - Pl. Francesc Macià,16:42,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,BCN - Muntaner - Còrsega,16:45,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,15:37,"BCN - Gran Via de les Corts, 612",16:50,59,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Zona Universitària,16:16,60,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Palau Reial,16:18,60,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,15:35,BCN - Maria Cristina,16:20,60,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Zona Universitària,16:16,60,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Palau Reial,16:18,60,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,15:37,BCN - Maria Cristina,16:20,60,"41.5423827, 1.8924025",Anada a BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,16:00,BCN - Zona Universitària,17:06,61,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,16:00,BCN - Palau Reial,17:08,61,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,16:00,BCN - Maria Cristina,17:10,61,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,16:07,BCN - Zona Universitària,17:06,61,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,16:07,BCN - Palau Reial,17:08,61,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,16:07,BCN - Maria Cristina,17:10,61,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:00,OLESA - Rotonda Els Closos,16:12,62,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:00,OLESA - Pl. Catalunya,16:14,62,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:00,BCN - Zona Universitària,16:51,62,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:00,BCN - Palau Reial,16:53,62,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:00,BCN - Maria Cristina,16:55,62,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:02,OLESA - Rotonda Els Closos,16:12,62,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:02,OLESA - Pl. Catalunya,16:14,62,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:02,BCN - Zona Universitària,16:51,62,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:02,BCN - Palau Reial,16:53,62,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:02,BCN - Maria Cristina,16:55,62,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:12,BCN - Zona Universitària,16:51,62,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:12,BCN - Palau Reial,16:53,62,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:12,BCN - Maria Cristina,16:55,62,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:14,BCN - Zona Universitària,16:51,62,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:14,BCN - Palau Reial,16:53,62,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:14,BCN - Maria Cristina,16:55,62,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,BCN - Zona Universitària,17:10,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,BCN - Palau Reial,17:12,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,BCN - Maria Cristina,17:14,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,BCN - Pl. Francesc Macià,17:17,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,BCN - Muntaner - Còrsega,17:20,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:30,"BCN - Gran Via de les Corts, 612",17:25,63,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,BCN - Zona Universitària,17:10,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,BCN - Palau Reial,17:12,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,BCN - Maria Cristina,17:14,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,BCN - Pl. Francesc Macià,17:17,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,BCN - Muntaner - Còrsega,17:20,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:32,"BCN - Gran Via de les Corts, 612",17:25,63,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,OLESA - Rotonda Els Closos,16:42,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,OLESA - Pl. Catalunya,16:44,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,BCN - Zona Universitària,17:25,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,BCN - Palau Reial,17:27,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,BCN - Maria Cristina,17:29,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,BCN - Pl. Francesc Macià,17:32,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,BCN - Muntaner - Còrsega,17:35,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),16:30,"BCN - Gran Via de les Corts, 612",17:40,64,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,OLESA - Rotonda Els Closos,16:42,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,OLESA - Pl. Catalunya,16:44,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,BCN - Zona Universitària,17:25,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,BCN - Palau Reial,17:27,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,BCN - Maria Cristina,17:29,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,BCN - Pl. Francesc Macià,17:32,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,BCN - Muntaner - Còrsega,17:35,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,16:32,"BCN - Gran Via de les Corts, 612",17:40,64,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,BCN - Zona Universitària,17:25,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,BCN - Palau Reial,17:27,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,BCN - Maria Cristina,17:29,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,BCN - Pl. Francesc Macià,17:32,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,BCN - Muntaner - Còrsega,17:35,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,16:42,"BCN - Gran Via de les Corts, 612",17:40,64,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:44,BCN - Zona Universitària,17:25,64,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:44,BCN - Palau Reial,17:27,64,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:44,BCN - Maria Cristina,17:29,64,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:44,BCN - Pl. Francesc Macià,17:32,64,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,16:44,BCN - Muntaner - Còrsega,17:35,64,"41.5423827, 1.8924025",Anada a BCN
