Tipus_bus,Tipus_dia,Direccio,Parada_sortida,Hora_sortida,Parada_arribada,Hora_arribada,Id_viatge_dia,LatLong_sortida,Nota mapa parada sortida
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,BCN - Zona Universitària,06:35,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,BCN - Palau Reial,06:37,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,BCN - Maria Cristina,06:39,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,BCN - Pl. Francesc Macià,06:42,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,BCN - Muntaner - Còrsega,06:45,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:30,"BCN - Gran Via de les Corts, 612",06:50,1,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,BCN - Zona Universitària,06:35,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,BCN - Palau Reial,06:37,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,BCN - Maria Cristina,06:39,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,BCN - Pl. Francesc Macià,06:42,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,BCN - Muntaner - Còrsega,06:45,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:37,"BCN - Gran Via de les Corts, 612",06:50,1,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:00,BCN - Zona Universitària,06:36,2,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:00,BCN - Palau Reial,06:38,2,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:00,BCN - Maria Cristina,06:40,2,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:02,BCN - Zona Universitària,06:36,2,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:02,BCN - Palau Reial,06:38,2,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:02,BCN - Maria Cristina,06:40,2,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,OLESA - Rotonda Els Closos,06:25,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,OLESA - Pl. Catalunya,06:27,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,BCN - Zona Universitària,06:55,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,BCN - Palau Reial,06:57,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,BCN - Maria Cristina,06:59,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,BCN - Pl. Francesc Macià,07:02,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,BCN - Muntaner - Còrsega,07:05,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,05:40,"BCN - Gran Via de les Corts, 612",07:10,3,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,OLESA - Rotonda Els Closos,06:25,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,OLESA - Pl. Catalunya,06:27,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,BCN - Zona Universitària,06:55,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,BCN - Palau Reial,06:57,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,BCN - Maria Cristina,06:59,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,BCN - Pl. Francesc Macià,07:02,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,BCN - Muntaner - Còrsega,07:05,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,05:47,"BCN - Gran Via de les Corts, 612",07:10,3,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,OLESA - Rotonda Els Closos,06:25,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,OLESA - Pl. Catalunya,06:27,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,BCN - Zona Universitària,06:55,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,BCN - Palau Reial,06:57,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,BCN - Maria Cristina,06:59,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,BCN - Pl. Francesc Macià,07:02,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,BCN - Muntaner - Còrsega,07:05,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,05:58,"BCN - Gran Via de les Corts, 612",07:10,3,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,OLESA - Rotonda Els Closos,06:25,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,OLESA - Pl. Catalunya,06:27,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,BCN - Zona Universitària,06:55,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,BCN - Palau Reial,06:57,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,BCN - Maria Cristina,06:59,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,BCN - Pl. Francesc Macià,07:02,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,BCN - Muntaner - Còrsega,07:05,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:02,"BCN - Gran Via de les Corts, 612",07:10,3,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,OLESA - Rotonda Els Closos,06:25,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,OLESA - Pl. Catalunya,06:27,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,BCN - Zona Universitària,06:55,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,BCN - Palau Reial,06:57,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,BCN - Maria Cristina,06:59,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,BCN - Pl. Francesc Macià,07:02,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,BCN - Muntaner - Còrsega,07:05,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:13,"BCN - Gran Via de les Corts, 612",07:10,3,"41.610904, 1.8452607",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,OLESA - Rotonda Els Closos,06:25,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,OLESA - Pl. Catalunya,06:27,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,BCN - Zona Universitària,06:55,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,BCN - Palau Reial,06:57,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,BCN - Maria Cristina,06:59,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,BCN - Pl. Francesc Macià,07:02,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,BCN - Muntaner - Còrsega,07:05,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:15,"BCN - Gran Via de les Corts, 612",07:10,3,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,BCN - Zona Universitària,06:55,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,BCN - Palau Reial,06:57,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,BCN - Maria Cristina,06:59,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,BCN - Pl. Francesc Macià,07:02,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,BCN - Muntaner - Còrsega,07:05,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:25,"BCN - Gran Via de les Corts, 612",07:10,3,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,BCN - Zona Universitària,06:55,3,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,BCN - Palau Reial,06:57,3,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,BCN - Maria Cristina,06:59,3,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,BCN - Pl. Francesc Macià,07:02,3,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,BCN - Muntaner - Còrsega,07:05,3,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:27,"BCN - Gran Via de les Corts, 612",07:10,3,"41.5423827, 1.8924025",Anada a BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Zona Universitària,07:06,4,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Palau Reial,07:08,4,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Maria Cristina,07:10,4,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Zona Universitària,07:06,4,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Palau Reial,07:08,4,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e22,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Maria Cristina,07:10,4,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:00,OLESA - Rotonda Els Closos,06:12,5,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:00,OLESA - Pl. Catalunya,06:14,5,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:00,BCN - Zona Universitària,06:51,5,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:00,BCN - Palau Reial,06:53,5,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Parc de l'Alvèrnia (La Puntual),06:00,BCN - Maria Cristina,06:55,5,"41.610904, 1.8452607",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:02,OLESA - Rotonda Els Closos,06:12,5,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:02,OLESA - Pl. Catalunya,06:14,5,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:02,BCN - Zona Universitària,06:51,5,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:02,BCN - Palau Reial,06:53,5,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MONISTROL - Can Gomis,06:02,BCN - Maria Cristina,06:55,5,"41.5940235, 1.8522348",Approx. Anada a BCN (no ve marcada tornada BCN)
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:12,BCN - Zona Universitària,06:51,5,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:12,BCN - Palau Reial,06:53,5,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:12,BCN - Maria Cristina,06:55,5,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:14,BCN - Zona Universitària,06:51,5,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:14,BCN - Palau Reial,06:53,5,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:14,BCN - Maria Cristina,06:55,5,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:30,BCN - Zona Universitària,07:21,6,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:30,BCN - Palau Reial,07:23,6,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Rotonda Els Closos,06:30,BCN - Maria Cristina,07:25,6,"41.5434509, 1.887047",Anada a BCN i Tornada BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:32,BCN - Zona Universitària,07:21,6,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:32,BCN - Palau Reial,07:23,6,"41.5423827, 1.8924025",Anada a BCN
e23,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,OLESA - Pl. Catalunya,06:32,BCN - Maria Cristina,07:25,6,"41.5423827, 1.8924025",Anada a BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,OLESA - Rotonda Els Closos,06:45,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,OLESA - Pl. Catalunya,06:47,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Zona Universitària,07:15,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Palau Reial,07:17,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Maria Cristina,07:19,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Pl. Francesc Macià,07:22,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,BCN - Muntaner - Còrsega,07:25,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Estació d'autobusos,06:00,"BCN - Gran Via de les Corts, 612",07:30,7,"41.7318454, 1.8322115",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,OLESA - Rotonda Els Closos,06:45,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,OLESA - Pl. Catalunya,06:47,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Zona Universitària,07:15,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Palau Reial,07:17,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Maria Cristina,07:19,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Pl. Francesc Macià,07:22,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,BCN - Muntaner - Còrsega,07:25,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,MANRESA - Plaça Valldaura,06:07,"BCN - Gran Via de les Corts, 612",07:30,7,"41.7239402, 1.8215267",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,OLESA - Rotonda Els Closos,06:45,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,OLESA - Pl. Catalunya,06:47,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,BCN - Zona Universitària,07:15,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,BCN - Palau Reial,07:17,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,BCN - Maria Cristina,07:19,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,BCN - Pl. Francesc Macià,07:22,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,BCN - Muntaner - Còrsega,07:25,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,CASTELLGALÍ - La Fàbrica,06:18,"BCN - Gran Via de les Corts, 612",07:30,7,"41.6790696, 1.8453292",Anada a BCN (no ve marcada tornada BCN)
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:22,OLESA - Rotonda Els Closos,06:45,7,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
,"Dilluns a divendres feiners, excepte agost",Manresa - Barcelona,ST. V. CASTELLET - Plaça del Pi,06:22,OLESA - Pl. Catalunya,06:47,7,"41.6654091, 1.8606937",Anada a BCN i Tornada BCN
